population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1965,4.683826713832955,4.915962467416858,4.428557189320605
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1965,5.167190126753556,5.462247132354321,4.859609085217642
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1965,4.978858132111021,5.197069737824122,4.763960483853203
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1970,4.791886134714107,5.028629005247234,4.5248087879468
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1970,5.387018627114896,5.682928842019114,5.063284711968004
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1970,5.156399505738433,5.363847551464517,4.943745586371938
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1975,5.020238322894092,5.283871794642741,4.7588263830883575
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1975,5.738610124189273,6.048763286474569,5.428987612147555
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1975,5.454857467584374,5.6660280090227655,5.236681613525107
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1980,5.321685440563839,5.588157436222597,5.052482800188682
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1980,6.12815904939501,6.405208495114015,5.844539008308881
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1980,5.807121175647179,5.998416867235414,5.59912595868017
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1985,5.743448029240204,6.017508711239603,5.4601013661042455
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1985,6.679043493866439,6.964876125934827,6.390116017235257
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1985,6.305248101884236,6.5173675807959865,6.0962704743390335
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1990,5.993478055214682,6.26405878364474,5.721042965579593
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1990,7.003440031396139,7.284409138876373,6.707763417191473
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1990,6.597211968330006,6.80711151967186,6.388782410546982
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,1995,6.136288394914375,6.441542991112354,5.807214462687891
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,1995,7.132848118519756,7.423461126413767,6.836633597428138
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,1995,6.72731757666827,6.949438281877569,6.49722037415967
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2000,6.417028232548111,6.675028304519061,6.139370688874941
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2000,7.415608282820318,7.681674377907467,7.139003160954
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2000,7.001384440123923,7.192555980699089,6.794235074952094
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2005,6.851018944937242,7.163171095194346,6.555249443577897
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2005,7.93113770424491,8.213122426666484,7.644734852978369
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2005,7.472662947522837,7.677014522053027,7.2586958164207225
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2010,7.2843693583279325,7.529531233745886,7.0427912775705845
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2010,8.39699067592939,8.62206735297509,8.149273977851077
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2010,7.916523612864981,8.08311279127087,7.741644926907764
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2015,7.6857928752360225,7.941723091173114,7.454054865382084
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2015,8.742493785312968,8.958474555167744,8.509110840763352
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2015,8.279034964224651,8.44352448612928,8.114851601376467
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2020,7.894443542610403,7.948747043230544,7.842622316751953
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2020,9.166771267445448,9.23379230839301,9.099284250473275
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2020,8.601630287252457,8.648068244424946,8.557952752450477
All Population,Life expectancy,World Bank Upper Middle Income,Male,80-84 years,Years,2023,7.974681418364832,8.560326651996704,7.354073818563548
All Population,Life expectancy,World Bank Upper Middle Income,Female,80-84 years,Years,2023,9.16806246387534,9.771938225174715,8.566697493705226
All Population,Life expectancy,World Bank Upper Middle Income,Both,80-84 years,Years,2023,8.633420252190737,9.077337387556767,8.206757270846227
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1950,3.373947567173653,3.591796436023151,3.1561613685053214
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1950,3.5781016927950904,3.8536327123902527,3.2698162818473997
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1950,3.5025809333399462,3.690799484423864,3.286625951492065
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1955,3.5641306122191727,3.713837008218255,3.414324885291826
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1955,3.845041673421568,4.047594990416013,3.6381838450159054
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1955,3.7421435086264005,3.880391246047539,3.5959291922240157
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1960,3.5212090363390676,3.6729142236241064,3.3355356613512557
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1960,3.765157656099877,3.9969985046596137,3.4968400239653183
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1960,3.6734574527531163,3.83569343229692,3.44782295191533
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1965,3.9004326548459693,4.0353134073076875,3.747512511647555
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1965,4.2176943007700425,4.421820459434752,4.014519156346112
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1965,4.100403165339771,4.239648152302752,3.963815389270612
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1970,3.9434777744562477,4.097955142421867,3.7876275136001567
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1970,4.346192936056069,4.54142816800488,4.146721602732805
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1970,4.1991584790466625,4.3304753013610044,4.060488764443051
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1975,4.08313981869374,4.2632874205306415,3.9016364900328795
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1975,4.498421329958489,4.696265641233787,4.2922644922904185
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1975,4.350863496956935,4.490788685169463,4.20116149894112
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1980,4.26345301367067,4.439086550136128,4.052656818737487
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1980,4.737205940907043,4.963672396036697,4.508408450101881
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1980,4.565922473233012,4.727038845902507,4.401477461225571
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1985,4.57909444233326,4.765205855186449,4.378626215756106
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1985,5.085271616191624,5.314004086138786,4.863083661284963
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1985,4.90118075351699,5.070213143150239,4.747791935582032
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1990,4.766057692556343,4.993469354588068,4.529192625187861
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1990,5.328863580201738,5.57349543098065,5.086295989363422
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1990,5.123331347631384,5.299696675871971,4.948989063158604
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,1995,4.908851452600962,5.157855376037363,4.642740628879425
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,1995,5.448856973501944,5.700734332215439,5.195121241855248
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,1995,5.250759789470466,5.429411893289702,5.064657495492813
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2000,5.041550697466255,5.285395018063181,4.780581835109543
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2000,5.59328128633246,5.828790049435466,5.3661445119990505
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2000,5.386838409209127,5.5650793947440755,5.215156755407455
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2005,5.3365077500726406,5.609763524020609,5.085416530741766
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2005,5.979559851440012,6.233935358253331,5.732955591050773
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2005,5.730439555648853,5.9178665376041275,5.541270820185875
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2010,5.617627248511985,5.864741580099201,5.370638066584096
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2010,6.312446690645202,6.548771727011152,6.0688740393478815
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2010,6.03754708001123,6.221320042688739,5.850739143598429
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2015,5.773774617538734,6.003422579827457,5.5354873402323665
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2015,6.417677712384689,6.63327016360487,6.185542326112677
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2015,6.15587172256721,6.315026784136358,5.977678934890726
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2020,5.952599171635086,6.022872510279819,5.888403899069422
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2020,6.755738348137663,6.843489823368119,6.672058858054966
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2020,6.42289760878243,6.4832066933181105,6.362270657378014
All Population,Life expectancy,World Bank Upper Middle Income,Male,85-89 years,Years,2023,5.943143253729303,6.544220505685689,5.352363673647654
All Population,Life expectancy,World Bank Upper Middle Income,Female,85-89 years,Years,2023,6.677656110715634,7.241609297668862,6.118453810844669
All Population,Life expectancy,World Bank Upper Middle Income,Both,85-89 years,Years,2023,6.367433982586388,6.800263280604761,5.969022362615253
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1950,2.853391208949804,2.9975000771341893,2.7207882501203966
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1950,3.005710433257881,3.2036374371766327,2.7996613256261087
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1950,2.9537509178298147,3.089418815857693,2.812576826976419
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1955,3.089180304942484,3.197148136319224,2.980004726068435
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1955,3.2039194982296832,3.3395793128427775,3.061188496877111
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1955,3.1648569043194246,3.2663380377833424,3.058396332928801
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1960,3.1199164876954306,3.2366306055759844,2.98983788833455
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1960,3.118660786753899,3.265860589773574,2.9149425739237866
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1960,3.117882465011335,3.233869328119104,2.9453319055357334
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1965,3.4067616718086917,3.5065927881767784,3.2999996722004408
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1965,3.554149825427261,3.671998876654795,3.4289000299823953
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1965,3.502407231410683,3.5882736126987003,3.412798415071398
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1970,3.408229244487551,3.503325133893048,3.3129061905943127
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1970,3.5715647301412754,3.6975796524507394,3.43663471154419
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1970,3.5148343653333862,3.610170330777331,3.4208123204373306
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1975,3.5861318857476556,3.7000357097369885,3.475322339645409
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1975,3.7271157827938124,3.857072467366188,3.5873680781413513
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1975,3.679363956924067,3.776135371157766,3.5769241487706824
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1980,3.7167040389634423,3.83352936401341,3.586344507803431
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1980,3.818252314592364,3.9686188703420844,3.663852111914457
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1980,3.785305841108106,3.8996760736342955,3.675609900233546
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1985,3.825861727529322,3.978075497726185,3.6595909112590803
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1985,3.985397739010514,4.155290336778392,3.8150224687813745
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1985,3.9337657120461507,4.058011363823753,3.796340174556773
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1990,4.007091038263526,4.173718939855025,3.8289021819611615
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1990,4.161684617394451,4.342616705077541,3.964187503441988
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1990,4.110288684112791,4.2468394133272795,3.9705857570879464
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,1995,4.0675958388325535,4.256507901559574,3.8723618865589393
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,1995,4.240365012833204,4.4529289825518505,4.0233285758229895
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,1995,4.183325214090695,4.34464889410599,4.0122372427125095
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2000,4.126004903717143,4.310549046508962,3.9292833687447066
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2000,4.308876048605286,4.539594387211382,4.087959547818375
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2000,4.247167003425337,4.409741385237932,4.0924024103822925
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2005,4.24536616293957,4.473216095242967,4.028258028459346
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2005,4.510980539692686,4.729751611317889,4.274522071795133
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2005,4.418934842480352,4.578553656699501,4.244102312063865
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2010,4.453325074269125,4.681436969674958,4.21576163954597
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2010,4.791573943284606,5.030297871282184,4.547944254698367
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2010,4.670278352606357,4.84258789594293,4.494497064103361
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2015,4.533409343933741,4.791084027149239,4.26806748338526
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2015,4.802177630334523,5.028084876521335,4.556685734355128
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2015,4.701869541452772,4.86412555283532,4.523427677211721
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2020,4.575331062756611,4.702664242799448,4.4579185901247165
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2020,4.971898203208038,5.116091501840158,4.837103643695648
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2020,4.820976592211946,4.925765398122006,4.717256726367795
All Population,Life expectancy,World Bank Upper Middle Income,Male,90-94 years,Years,2023,4.5899309889004085,5.165835512895958,4.0055081682297775
All Population,Life expectancy,World Bank Upper Middle Income,Female,90-94 years,Years,2023,4.92120163220292,5.466991261180211,4.393680963067883
All Population,Life expectancy,World Bank Upper Middle Income,Both,90-94 years,Years,2023,4.787020117081471,5.211334040012673,4.3927243329815076
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1950,2.305655754946863,2.4198736222631134,2.200315732498584
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1950,2.4460440750454833,2.6224860113022923,2.283578160440907
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1950,2.405950061767837,2.5348144593210904,2.276986604598388
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1955,2.666305987592579,2.777880244966594,2.5586115587375726
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1955,2.6965686903366977,2.820679067620078,2.581354777661122
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1955,2.686849325805455,2.77567118700198,2.594613937128908
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1960,2.6869245251840717,2.790753893141367,2.5732081516023997
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1960,2.60272560010638,2.7390198811680895,2.4389959858177734
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1960,2.6273756288391805,2.729573057706923,2.4994334419621858
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1965,3.0314691320745193,3.1391828553963967,2.915163622461779
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1965,3.0795171611463283,3.211407483257948,2.9548069449167556
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1965,3.0637892132891116,3.1611142992154213,2.9744633618474414
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1970,2.980791136645882,3.0865252563285677,2.8753581385133415
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1970,3.1109885660584227,3.2605895498126554,2.976943497492215
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1970,3.068542507701255,3.164736613626875,2.9700742822310113
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1975,3.2076548779898832,3.3125223414941964,3.085459130096289
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1975,3.274702059020941,3.4135945439431814,3.142380380171447
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1975,3.2529607016247413,3.3581941793289083,3.159680721841179
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1980,3.4046726946841708,3.535754810930676,3.277548749728248
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1980,3.3851633498080247,3.5216547716515505,3.244898409477129
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1980,3.390658932158821,3.5070026619731522,3.284452777391202
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1985,3.40250487410001,3.5351676513382735,3.2685237486959453
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1985,3.4683888973257746,3.6236942241718064,3.3081101049687835
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1985,3.4470221233627574,3.558423540965863,3.3361141211199374
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1990,3.472772725083693,3.6146847325602125,3.311275544674229
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1990,3.5190559662261527,3.7139105016933036,3.3229245438054256
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1990,3.503291696501375,3.6480822246963984,3.3537277160323673
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,1995,3.5549565063818505,3.7176962900953483,3.390274945908166
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,1995,3.628780302672088,3.8247011536848783,3.4255061960354407
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,1995,3.6044705282296987,3.7480140986311,3.4598623452003743
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2000,3.6163637470490424,3.8199857056130946,3.4252814270763206
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2000,3.6759461790660604,3.9501803841010275,3.428394145074278
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2000,3.65623415558768,3.840507129221735,3.4664179603275294
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2005,3.7487554978833453,3.960312343188944,3.5309957532565126
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2005,3.813289964296083,4.058991370293255,3.5657915441617
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2005,3.792058363120698,3.9797315873403347,3.604139770999741
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2010,3.9213785076404317,4.164486778252222,3.691993830515351
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2010,3.9720940757414684,4.260371617916598,3.705211817166723
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2010,3.9546033014154993,4.1640418900189236,3.7622776547781895
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2015,4.0447399450041726,4.330671413798694,3.7591953730542387
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2015,4.018718793263114,4.316410039999282,3.722986783077794
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2015,4.024481981542509,4.236798114986178,3.792698410629933
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2020,3.9284818081657766,4.266117112259246,3.6071822354294794
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2020,4.028977900852556,4.36735301979511,3.6879087876777636
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2020,3.9921087056257516,4.258396186401748,3.731541752525302
All Population,Life expectancy,World Bank Upper Middle Income,Male,95+ years,Years,2023,3.9961753495796275,4.680079069324894,3.3799700307206417
All Population,Life expectancy,World Bank Upper Middle Income,Female,95+ years,Years,2023,4.000922455622642,4.683900368930832,3.3917509686231813
All Population,Life expectancy,World Bank Upper Middle Income,Both,95+ years,Years,2023,3.987383056391254,4.490255775124248,3.499030421900015
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1950,37.59548415574528,38.17403406327617,37.01456339469349
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1950,39.43122157075041,40.08686234018421,38.74616203178843
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1950,38.430314724170984,38.85415001850975,38.000621628467975
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1955,38.326656818975735,38.75044732834334,37.8844599669485
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1955,40.25543515007208,40.684844596022444,39.811450646009796
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1955,39.21364820946703,39.523414211738526,38.87277414914052
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1960,38.81241226390825,39.21389550033153,38.370418971153306
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1960,40.7913891815597,41.23113028993043,40.35052464361034
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1960,39.72258195015992,40.03372214485612,39.40021346641817
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1965,39.24079161207014,39.656007177846426,38.81278816554873
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1965,41.16240214316404,41.57938834117448,40.71772863782641
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1965,40.118020785071195,40.43725468783239,39.82107605087893
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1970,39.9201908722134,40.325086727732426,39.4512848088099
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1970,41.81391323406361,42.27124244187336,41.339677942635355
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1970,40.783326305527716,41.08422523544197,40.449900113584
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1975,40.54376084346644,40.84064003247662,40.232771210659415
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1975,43.150041279995285,43.46426844914134,42.84234935971295
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1975,41.73331610918487,41.95336535137954,41.50458451397101
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1980,42.25909226114497,42.54995919712913,41.96989002251589
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1980,44.9316047940778,45.24978175575636,44.629114406759626
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1980,43.49098368645448,43.70688150198505,43.2831855562842
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1985,42.94161130199747,43.31571105065038,42.56492312330211
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1985,45.79723291160225,46.15860345887849,45.42168682998838
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1985,44.261949602411626,44.52886276835567,43.98777493495293
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1990,43.350026847696284,43.737403039044175,42.93095614035447
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1990,46.22130028537649,46.585544758317376,45.81133275414236
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1990,44.6776139207766,44.95308165366068,44.39483107284107
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,1995,43.83640076642595,44.10261986979861,43.56670103276677
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,1995,46.991995796947,47.247147035493896,46.7148676890058
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,1995,45.299533830769796,45.47961138104766,45.11874876751811
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2000,44.01404565241814,44.27225204966641,43.749249224442636
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2000,47.430794175951014,47.70903123748491,47.15950395174557
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2000,45.611082492364424,45.80246200143238,45.405073312901195
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2005,44.88186706613755,45.136438497004306,44.62392462459622
All Population,Life expectancy,World Bank Lower Middle Income,Female,25-29 years,Years,2005,48.386006429643615,48.637400459746644,48.1158638553108
All Population,Life expectancy,World Bank Lower Middle Income,Both,25-29 years,Years,2005,46.53928379076866,46.71473519267237,46.34964971769946
All Population,Life expectancy,World Bank Lower Middle Income,Male,25-29 years,Years,2010,45.42151108116235,45.66748166250812,45.171030994045765
